Restaurant Name,Longitude,Latitude,Average Cost for two,Aggregate rating,Cuisines
Gardenia - Hotel Grenville,77.0386607,28.4655997,1375,2.8,"North Indian, Continental, Chinese"
Call For Cuisine - Hotel Grenville,77.038546,28.4655681,600,0,"North Indian, Chinese"
Armory - Hotel Haut.Monde,77.0382289,28.4553886,1000,2.9,Finger Food
Citron - Hotel Haut.Monde,77.0382176,28.4553962,1300,2.7,"North Indian, Chinese, Continental"
Gabbar Meals,77.0726806,28.459424,450,3.4,"North Indian, Mughlai"
McDonald's,77.0727706,28.4594327,500,2.7,"Fast Food, Burger"
Crust Bistro,77.07272552,28.45938349,800,3.6,"Italian, Pizza"
Dunkin' Donuts,77.0727706,28.4594327,600,3.6,"Burger, Desserts, Fast Food"
Kabab Roll Cafe,77.0727256,28.4593835,600,3.8,"North Indian, Mughlai"
Starbucks,77.0725008,28.4588688,700,3.8,Cafe
Eggers Madhouse,77.0726806,28.459424,500,4,Fast Food
Gallery Caf?? - Hyatt Place,77.065948,28.5008981,1375,3.8,Cafe
Coffee to Cocktail Bar - Hyatt Place,77.0659784,28.5008454,1375,0,Drinks Only
Spice It - Hotel IBIS,77.0993934,28.4470228,1000,2.7,"Fast Food, North Indian, Chinese"
Nukkadwala,77.038187,28.419985,300,3.4,"Fast Food, Street Food"
Power Play Resto Bar,77.088553,28.4797315,1375,2.8,"North Indian, American, Italian"
Daikichi,77.0886879,28.4797893,1000,3.6,Japanese
The Atrium - By Jukaso It Suites,77.0536264,28.4725545,1375,2.8,"Asian, Bakery"
Delhi - Kingdom of Dreams,77.0679481,28.4679413,500,3.7,Street Food
Lucknow - Kingdom of Dreams,77.0683484,28.4684937,1000,3.7,Lucknowi
Longitude 77??03' Bar - Le Meridien Gurgaon,77.1081995,28.4805868,1375,3.4,Finger Food
I-Kandy - Le Meridien Gurgaon,77.1087266,28.481264,1375,3.6,Finger Food
Bella Cucina - Le Meridien Gurgaon,77.1087258,28.4812481,1375,4.1,Italian
Bar Code - Leisure Inn,77.0395172,28.4705263,1375,3,Finger Food
Bites - Leisure Inn,77.0395353,28.4705061,1375,3,"North Indian, Continental, Asian"
Outback Bar and Grill - Leisure Inn,77.0396702,28.4704989,1200,3,"North Indian, Finger Food"
Citrus Cafe - Lemon Tree Premier,77.0648668,28.4676295,1375,3.2,"North Indian, Continental, Chinese"
Ammu's South Indian Restaurant,77.0809099,28.4734916,300,2.8,South Indian
Barista,77.1023726,28.4805404,650,3.3,Cafe
Bengali By Nature,77.0827529,28.4766191,400,3.3,"Fast Food, Chinese, Bengali"
Burger Planet,77.085001,28.4771042,300,3.2,"North Indian, Chinese, Fast Food"
Cafe Coffee Day,77.0802349,28.4797836,450,3.1,Cafe
Chini Bowl,77.0761927,28.476072,800,2.8,"Chinese, Thai, Japanese, Tibetan"
E Yum,77.10031841,28.47773187,750,3.4,"Continental, Italian, Mexican"
Handi X-Press,77.0828835,28.4761607,550,3.2,"North Indian, Chinese, Mughlai"
Ion Club & Dining Lounge,77.088598,28.479691,1375,2.6,"Continental, North Indian, Mughlai, Chinese"
Komachi,77.0731066,28.4776351,1200,3.2,Japanese
Mehfil-e-Handi,77.0829327,28.4760986,400,2.8,"North Indian, Chinese, Mughlai"
Mezbaan's,77.0823932,28.4757777,600,2.7,"North Indian, Mughlai, Chinese"
Mini Mahal Delux,77.0805946,28.4787425,1200,2.8,"North Indian, Chinese"
Pita Pan,77.0803248,28.4805094,600,3.1,"Arabian, Lebanese"
SBar Club & Lounge,77.0902166,28.4796672,1375,3.1,Finger Food
China Club,77.1020369,28.4800544,1375,3.8,"Chinese, Asian"
Coriander Leaf,77.0811126,28.4775699,1375,3.8,"Mughlai, Pakistani, North Indian"
Doughlicious,77.1026087,28.4806694,550,3.6,"Bakery, Desserts, Fast Food"
FreshMenu,77.0820362,28.4800592,600,3.7,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese"
L'Angoor,77.1020768,28.4806041,1375,3.5,"American, Seafood, Italian, Japanese, Thai"
The Cakelicious Factory,77.0963632,28.4821819,200,3.6,"Bakery, Desserts, Fast Food"
Green's,77.0824381,28.4757372,350,2.3,"Chinese, North Indian, South Indian, Street Food"
New Zaika,77.0692631,28.477294,600,2.4,"North Indian, Chinese"
Love Is Cakes,77.0935886,28.4726847,600,4.1,Bakery
Costa Coffee,77.0894073,28.4798584,600,3.3,Cafe
Uforia,77.0892274,28.4798411,1375,3.5,"Continental, Asian, North Indian, Italian"
Vapour Pub & Brewery,77.0892792,28.4798031,1375,3.7,"Finger Food, Continental, North Indian, Italian, Chinese"
Pirates of Grill,77.0893563,28.4799415,1375,4.1,"North Indian, Continental, Mughlai, Asian"
Barista Creme Lavazza,77.0823932,28.4785568,650,3.2,Cafe
Frozen Adda,77.0816737,28.4784876,350,3,"Ice Cream, Desserts"
McDonald's,77.0818967,28.479447,500,3.2,"Fast Food, Burger"
Mr Idli Xpress,77.0817187,28.4792539,450,2.6,"South Indian, Chinese"
bu??no,77.0816737,28.478398,650,3.7,"Cafe, American, Desserts, Italian, Bakery"
Starbucks,77.0818667,28.4791426,700,3.5,Cafe
Al Kabab,77.0803248,28.4803301,800,2.7,"North Indian, Mughlai"
Bangkok 1,77.0802124,28.4802521,550,3.3,Thai
Barista,77.0800708,28.4809987,650,3.4,Cafe
Cafe Cravings,77.0802574,28.481108,600,3.4,"Cafe, Italian"
Hello Sichuan,77.0802215,28.4806523,750,2.9,Chinese
McDonald's,77.0800417,28.4803729,500,3.4,"Fast Food, Burger"
Rajasthali,77.0802124,28.4808348,750,2.9,"Gujarati, Rajasthani"
Street Foods by Punjab Grill,77.0803248,28.4803301,700,2.6,"Street Food, North Indian"
Subway,77.0802124,28.4804762,500,3.3,"American, Fast Food, Salad, Healthy Food"
Tibb's Frankie,77.0801851,28.4803207,350,3.4,Fast Food
Tunday Kababi Dastarkhwan-e-Awadh,77.08040039,28.48028198,700,3.1,"Mughlai, North Indian"
Dunkin' Donuts,77.0802349,28.4807697,600,3.7,"Burger, Desserts, Fast Food"
Haldiram's,77.0802798,28.4807292,600,3.6,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts"
Keventers,77.0802349,28.4807697,400,3.6,Beverages
Khaaja Chowk,77.0801711,28.4805322,1000,3.6,"North Indian, Mughlai, South Indian, Rajasthani, Street Food"
Phantom,77.0802349,28.4808594,1375,3.5,"North Indian, Continental, Chinese"
Sage,77.0801226,28.4805204,900,3.5,"Pizza, Italian"
TGI Friday's,77.0801187,28.4810064,1375,3.7,"American, Tex-Mex"
The Belgian Fries Company,77.0801674,28.4802478,400,3.7,"European, American, Street Food"
The Grills King,77.0803727,28.4808767,1375,3.8,"North Indian, Chinese, Continental"
Chicago Pizza,77.080144,28.4803174,600,2.3,Pizza
Suburbia - The Empire,77.0802349,28.4811283,1375,2.1,"Continental, European, North Indian"
Viva Hyderabad,77.0802124,28.4803866,600,2.3,"Biryani, North Indian"
Queens Caf??,77.0801793,28.4805091,900,4,"Cafe, North Indian"
Cafe Coffee Day,77.0412894,28.4166832,450,3.3,Cafe
FOA - The Flavours of Arabia,77.0413756,28.4167026,1375,3.4,"Lebanese, North Indian"
A1,77.0204947,28.4669375,200,3,Biryani
Apni Rasoi,77.0129534,28.4841816,400,2.9,North Indian
DBDN Deena Meat Vala,77.026849,28.4569872,500,3.2,North Indian
Deep Chicken Corner,77.0206596,28.4667157,500,3.2,North Indian
Dilli Rasoi,77.0203953,28.4667607,700,3.2,"North Indian, Mughlai, Chinese"
French Omelette,77.0204174,28.4668549,100,3.2,Fast Food
Green Chick Chop,77.0189174,28.4709408,350,2.9,"Raw Meats, North Indian, Fast Food"
Hangout Cafe,77.0196893,28.4653555,200,3.4,"Fast Food, Chinese"
Hari Om Rasoi,77.0178663,28.4603933,400,3.2,North Indian
Harish Phulwari,77.0274904,28.4580309,600,3.1,"North Indian, South Indian, Fast Food, Street Food, Mithai"
Hotel Rajvanshi Restaurant,77.022202,28.4645876,600,3.3,"North Indian, Chinese"
Jagdish Vaishno Dhaba,77.0181934,28.473084,150,3.1,North Indian
JVR Jayka,77.0182331,28.4730183,200,2.9,North Indian
Kaza,77.0136942,28.4823394,1000,3.1,"North Indian, Mughlai, South Indian, Chinese"
Knight Delight Kafe,77.0141435,28.4810609,500,2.6,"Fast Food, Chinese"
Ko Jitters,77.0166864,28.4678506,450,3,"Fast Food, Beverages"
Laajawab Chaap Express,77.0175175,28.4674068,250,3.1,North Indian
Laddu Gopal,77.0193016,28.4713437,400,3,"North Indian, South Indian, Chinese"
Mini's Royal Cafe,77.0136441,28.4670202,500,3.3,"North Indian, Chinese"
Pakwan,77.0189082,28.4712555,400,3.4,"North Indian, Chinese"
Patiala,77.0204469,28.4667702,600,3.4,"Mughlai, Chinese"
Pind Balluchi,77.0221359,28.4639996,800,2.7,"North Indian, Mughlai"
Pizza Man,77.0186408,28.4721483,400,2.9,"Pizza, Fast Food"
Punjabi Dhani,77.0193636,28.470213,700,3.2,North Indian
Raju Halwai,77.0179074,28.4603566,450,3.1,North Indian
Rupa Tikki Wala And Caterers,77.023212,28.4626082,150,2.8,Street Food
Samrat The Cake Shoppe,77.0259078,28.4597556,150,3,"Bakery, Desserts, Fast Food"
Samrat,77.0259899,28.4598188,400,2.9,"Bakery, Mithai, Fast Food"
Sanjha Chula,77.0200512,28.4570545,700,3,North Indian
Silver Crown,77.0191832,28.4669487,500,2.5,"North Indian, Chinese, Street Food, Fast Food"
Super Bakery,77.0247842,28.4609586,250,3.3,"Bakery, Fast Food, Chinese"
The Chic,77.0187625,28.470938,200,3,Fast Food
Unique Bus Wales,77.0175382,28.467287,200,2.8,Chinese
Dilli 6 Express,77.0203817,28.4667732,550,3.5,"North Indian, Mughlai"
Mangle Di Kulfi,77.0168909,28.4655014,100,3.6,"Ice Cream, Desserts"
The Oven Artist,77.0157175,28.4652054,800,3.5,Bakery
Bal Ji Rasoi,77.0179026,28.460487,300,0,North Indian
Dakshin Bistro,0,0,600,0,"South Indian, Biryani"
Metro Dhaba,77.0277668,28.4579956,150,0,North Indian
Sukhman Food City,77.0212272,28.4688983,200,0,North Indian
The Burger Hub,77.0161752,28.4681772,300,0,"Burger, Fast Food, Chinese"
Pizza Hut Delivery,77.0432685,28.4109555,800,2.2,"Italian, Pizza, Fast Food"
Hot Cherries,77.0433584,28.4106951,400,3.6,Bakery
Domino's Pizza,77.0431785,28.4113952,700,2.4,"Pizza, Fast Food"
Coldpress Company,77.0435383,28.4105331,500,4.1,"Healthy Food, Juices, Salad, Italian, Continental"
Hahn's Kitchen,77.09791951,28.45112282,1375,3.2,Korean
Shree Rathnam,77.0974101,28.4511301,800,3.4,"South Indian, North Indian"
Caffe Tonino,77.0974101,28.4511301,1375,3.8,"Italian, Pizza, Cafe"
Carl's Jr.,77.0971403,28.4508352,650,3.5,"Burger, American, Fast Food"
Delhi Club House,77.0968183,28.4514834,1375,3.9,"North Indian, Continental, Asian"
GoGourmet,77.0975899,28.4511473,600,3.7,"Healthy Food, Beverages"
Shophouse by Kylin,77.0972691,28.4506618,1375,3.5,"Japanese, Chinese, Thai"
Starbucks,77.09822863,28.45109776,700,3.5,Cafe
Baskin Robbins,77.0378999,28.5125527,300,3.1,Ice Cream
Bikaner Sweets & Restaurant,77.0352809,28.5145359,350,3.1,"Street Food, North Indian, Mithai"
Burger Bites & More,77.0203837,28.4939088,450,2.9,"Fast Food, Chinese"
Caf?? Gramophone,77.0210472,28.496845,700,3.2,"Cafe, Fast Food"
Chawla Bakers,77.030404,28.502947,200,3.2,"Bakery, Street Food"
Crust N Cakes,77.0362376,28.5037904,550,3.2,Bakery
Darjeeling Kanchanjanga Momos,77.0409296,28.5118498,200,2.9,"Chinese, Fast Food"
Desserts 83,77.0436219,28.5216917,200,3.2,Desserts
Express Kitchen,0,0,600,2.9,"North Indian, Chinese"
Giani's,77.0347314,28.5150103,400,3.1,"Ice Cream, Desserts"
Hangover,77.0199219,28.4865257,800,2.7,"North Indian, Chinese"
Sangam Sweets,77.0373642,28.5176801,250,2.5,"Street Food, Mithai, South Indian, North Indian, Chinese"
Shree Bikaner Misthan Bhandar,77.0302241,28.5029296,300,3,"Mithai, Street Food, Chinese"
Shree Shyam Rasoi,77.0336712,28.5034359,350,3.1,North Indian
Swad On Grill,77.037902,28.5125468,400,3.1,"Continental, Chinese, North Indian, Mughlai"
The Pepper's,77.0394717,28.5119564,250,3,"North Indian, Mughlai, Chinese"
Anisha Restaurant,77.0319416,28.5033789,400,0,"North Indian, Mughlai"
Annapoorna Foods,77.0308638,28.5089193,600,0,"North Indian, Mughlai, South Indian"
Bakelicious 18,77.0351721,28.5145201,450,0,"Bakery, Desserts"
Bansiwala Bakery,77.0196076,28.4857718,200,0,"Bakery, Fast Food"
Bansiwala Rasoi,77.0198157,28.4859312,300,0,Street Food
Bansiwala Sweets,77.0197677,28.4859483,100,0,"Street Food, Mithai"
Best Pizza Hut,77.0093235,28.4921812,350,0,Fast Food
Bikaner Sweets & Restaurant,77.024736,28.5144976,200,0,"North Indian, Street Food, Mithai"
Chaska Food Corner,77.0225318,28.497571,700,0,"Chinese, North Indian"
Chulha,0,0,500,0,"North Indian, Mughlai, Awadhi"
Dev Restaurant,77.02189766,28.49841367,600,0,"North Indian, Chinese"
Dietpoint,77.025184,28.5142695,600,0,"Chinese, North Indian"
Gautam Bakery,77.02152,28.4959225,150,0,"Bakery, Fast Food"
Honey Hot & Spicy,0,0,250,0,"North Indian, Chinese"
Hot & Spicy,77.0252309,28.5118122,450,0,"North Indian, Chinese, South Indian, Fast Food"
Hot Fork,77.0313937,28.5091367,400,0,"Chinese, Fast Food"
Icon Foods,0,0,600,0,"North Indian, South Indian, Chinese"
Indochi Cafe & Restaurant,77.0411995,28.512055,400,0,"North Indian, Mughlai, Chinese"
Love to Wish,77.0378566,28.5125685,200,0,"Bakery, Desserts"
M Cr??me,77.04251687,28.52068371,700,0,"Bakery, Desserts"
Mamta Tiffin Service,0,0,150,0,North Indian
Panther Restaurant,77.0283498,28.5019693,600,0,"North Indian, Chinese"
Pizza King,77.01025,28.4936502,600,0,"Pizza, Fast Food"
Radha Swami Shudh Vaishno Dhaba,77.0196062,28.4877231,300,0,North Indian
RD's Authentic Aroma,77.0203724,28.4946737,450,0,"North Indian, South Indian, Chinese"
Savour,77.0386974,28.51231235,250,0,Biryani
Sheetla Dhaba,77.0358272,28.5033611,400,0,North Indian
Shree Bikaner Mishthan Bhandar,77.0194842,28.4860462,500,0,Mithai
Shree Shyam Bhojnalaya,77.0197876,28.4875817,350,0,North Indian
Shristi Happy Eats,77.0410645,28.5120868,150,0,Street Food
Singh Terrace Grill,77.03139368,28.50913665,500,0,North Indian
Swami Vaishno Dhaba,77.0196976,28.4890966,300,0,North Indian
Wah Ji Wah,77.0219634,28.4968821,400,0,North Indian
Cafe 55 - Park Inn,77.0318264,28.4590795,1375,3.2,"Continental, North Indian, Chinese"
New Town Lounge & Bar - Park Plaza,77.0756484,28.4592611,1375,3.4,"Continental, Finger Food"
New Town Pastry Shop - Park Plaza,77.0757697,28.4592519,1200,3.2,"Bakery, Desserts"
New Town Cafe - Park Plaza,77.0757094,28.4592449,1375,3.7,"Continental, American, North Indian, Chinese"
The Great Kabab Factory - Park Plaza,77.075722,28.4592314,1375,3.7,"North Indian, Mughlai"
K2 Restaurant,77.0730853,28.4777065,1375,3,"Korean, Chinese"
Angels in my Kitchen,77.1019957,28.4722814,350,3.1,"Bakery, Desserts, Fast Food"
Barista,77.1022778,28.4715146,650,3.3,Cafe
Cafe Coffee Day,77.1017259,28.4718072,450,2.8,Cafe
Cafe Naklee,77.1021755,28.4720297,400,3.2,Cafe
Chacha's Take Away,77.1020406,28.4718823,700,2.8,"North Indian, Mughlai"
Colonel's Kababz,77.1018865,28.4725209,900,3,"North Indian, Mughlai"
Domino's Pizza,77.1024452,28.4719659,700,2.8,"Pizza, Fast Food"
Green Chick Chop,77.1022654,28.472128,350,2.8,"Raw Meats, North Indian, Fast Food"
Naushi's Kitchenette,77.10254565,28.47211841,500,3.4,"Bakery, Beverages"
Sapra Pastry Treat,77.1022654,28.4720383,250,3,"Bakery, Fast Food"
Subway,77.1024003,28.4715582,500,3.2,"American, Fast Food, Salad, Healthy Food"
Sunny Sweets,77.1017259,28.4715383,200,3.3,"Mithai, Street Food"
The Healthy Rasoi,77.1018159,28.4713676,500,3.7,"Healthy Food, North Indian, Beverages"
Burger King,77.0392029,28.4237354,500,3,"Burger, Fast Food"
Hong Kong Express,77.0395802,28.4234228,700,3.2,"Chinese, Thai"
Viva Hyderabad,77.0394902,28.4234142,600,2.3,"Biryani, North Indian"
Cafe Rouge - Ramada,77.0706524,28.4497396,1375,3.5,"North Eastern, Continental, South Indian, Fast Food"
Shamji Sweets,77.0268394,28.4596657,200,3.2,Mithai
Sialkoti Vaishno Dhaba,77.0313172,28.4623451,250,3.1,North Indian
Haldiram's,77.0868894,28.4797958,600,3.6,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts"
Club Prison,77.0865747,28.4797207,1375,2.4,Finger Food
Maa Bhagwati Tiffins,77.0324732,28.4636195,200,3,North Indian
Spices & Sauces,77.0324282,28.4637496,1375,3,"North Indian, Continental"
Indian Food Cafe,77.0338596,28.4675057,500,0,North Indian
Assam Tea Corner,77.0404135,28.4755199,150,2.8,"Chinese, Street Food"
Bakingo,77.0441684,28.4706936,400,3,Bakery
Balaji Sweets & Snacks,77.0348123,28.476036,400,2.9,"North Indian, South Indian, Chinese"
Baxman Delivers,0,0,800,2.9,"North Indian, Chinese, Fast Food, Desserts"
Burger Point,77.0483361,28.4735491,300,3.2,"Burger, Fast Food"
Burger Xpress,77.0476105,28.4745207,300,3.1,Fast Food
Cafe Coffee Day,77.046327,28.4775051,450,2.8,Cafe
Cake Factory,77.0204025,28.4703517,300,3.3,"Bakery, Desserts"
Cake Maker,77.0424008,28.4741041,200,3,"Street Food, Bakery"
Captain's Table,77.0474607,28.4740266,200,3.1,"Bakery, Desserts"
Carpedium,77.0475174,28.474015,200,3.1,"Bakery, Desserts"
Chef Sack Kitchen,0,0,500,3.1,"Mexican, Lebanese, Italian, Continental, Thai"
Chinar Junction,77.04808339,28.48038451,600,2.8,"North Indian, Chinese"
Frontier,77.0424589,28.4739949,200,2.9,Bakery
Ganpati Rasoi,0,0,200,3.2,North Indian
Indian & Chinese Corner,77.048056,28.4730599,400,3.1,"North Indian, Chinese"
Juice Lounge,77.0445066,28.4694139,350,3.4,"Beverages, Fast Food"
KB's Kulfi & Icecream,77.0494753,28.4822008,200,3.3,Ice Cream
KB's Kulfi & Icecream,77.0439881,28.4754869,200,3.3,Ice Cream
Keventers,77.0481041,28.4736495,250,2.6,Beverages
KFC,77.047405,28.4740886,500,2.7,"American, Fast Food, Burger"
Madras Cafe,77.0456073,28.476629,300,3.3,"South Indian, North Indian, Chinese, Fast Food"
Madurai Meenakshi Bhawan,77.0473507,28.4740911,300,3.4,"South Indian, North Indian"
Masala Fusion,77.0424589,28.4740845,600,3.2,"North Indian, Chinese"
Moti Mahal Delux Tandoori Trail,77.0351491,28.4665409,800,2.9,"North Indian, Continental"
Mr. & Mrs. Idly,0,0,400,3,"South Indian, Chinese"
Pind Bawarchi,77.0482744,28.4728921,600,3.1,"North Indian, Chinese"
Republic of Chicken,77.0484406,28.4736075,400,2.8,"Raw Meats, Fast Food"
Ridhi Sidhi,77.020392,28.4703532,500,3,"North Indian, Chinese, South Indian"
Romi Da Dhaba,77.0432685,28.4750589,450,3.2,North Indian
Shamji Sweets,77.0394496,28.4702133,600,2.9,"Mithai, South Indian, Chinese, Street Food, North Indian"
Six Pack Kitchen,77.0453042,28.4699753,600,3.2,"Healthy Food, Continental"
Taste of Dilli 6,77.0474907,28.4749637,650,2.7,"Chinese, North Indian"
The Guls,77.0349543,28.4768261,650,3,North Indian
The League Restaurant,77.0432685,28.4751486,900,3.1,"North Indian, Chinese"
The Plaza Solitaire,77.044168,28.4751457,900,3.3,"North Indian, Mughlai, Chinese, South Indian"
Uttarakhand Fast Food,77.0363305,28.4758641,200,2.9,North Indian
Viva Hyderabad,77.0445955,28.4764122,600,2.5,"Biryani, North Indian"
Wahid Food Corner,77.0347763,28.4758171,400,2.8,North Indian
Zync - Rosewood Hotel,77.037225,28.46715278,1000,3,"North Indian, Chinese, Continental"
Konetto Pizza,77.0462096,28.4783985,150,3.5,Pizza
South Store,77.0475378,28.4743176,200,3.5,South Indian
Grill & Cafe,77.0404798,28.4662742,600,0,"Chinese, Mughlai, North Indian"
Gurgaon Mughlai Chicken,77.0351435,28.4771621,350,0,"North Indian, Mughlai"
Mughal Chicken Corner,77.0349588,28.4786503,500,0,"North Indian, Mughlai"
Oven Aroma,77.0495364,28.4823461,400,0,Bakery
Radha Swami Shudh Vaishno Dhaba,77.0384802,28.4756545,350,0,North Indian
Special No.1 Biryani Corner,77.0444379,28.4762474,700,0,Mughlai
Sun Sweets Restaurant,77.0335214,28.464266,400,0,"Street Food, Mithai, North Indian, South Indian, Chinese"
Captain Bill$ Deliverz,77.0476588,28.4738648,1000,2.4,"North Indian, Chinese, Fast Food"
China Hut,77.0376289,28.4758573,300,2.4,"Chinese, Fast Food"
G Dot,77.0338227,28.4785399,400,2.4,"North Indian, South Indian, Chinese"
Cake2you,77.0371148,28.4579792,400,3,"Bakery, Desserts"
Delight Express,77.0435543,28.4583117,400,2.9,"Chinese, North Indian"
Empress,77.033231,28.4568511,1000,2.9,"North Indian, Chinese"
Hotel DDR,77.0344852,28.4588673,500,2.8,"North Indian, Chinese, Mughlai"
Khan Kabab Corner,77.0380952,28.4555436,500,3,"Mughlai, North Indian"
Kwality Cakes and Bakes,77.0381307,28.4555152,350,3.2,"Bakery, Desserts, Fast Food"
Nite Bites,77.041878,28.460253,650,2.9,"North Indian, Chinese, Continental"
Oriental Kitchen Express,77.0367474,28.4577727,450,3.3,"Chinese, Thai"
Royal Mart,77.0390954,28.4544096,300,2.9,"Bakery, Fast Food"
Sikkim Fast Food,77.0435095,28.4584547,350,2.7,Chinese
ZASTY,0,0,500,3.5,"Continental, North Indian, Asian"
Maachh Bhaat,77.0609808,28.4950876,600,3.4,Oriya
ANTIDOTE,0,0,400,0,Beverages
Bablu Fast Food,77.0633149,28.4978576,300,0,Chinese
Bikaner Sweets Snacks & Restaurant,77.0671006,28.4906203,250,0,"Bakery, Chinese, North Indian"
Bikaner Sweets,77.056052,28.4890258,350,0,"North Indian, Street Food, Mithai"
Biryani & Rolls,77.0580477,28.4777059,400,0,North Indian
Cafe Coffee Day,0,0,450,0,Cafe
Chefy's Kitchen,0,0,400,0,"Biryani, Pizza, Fast Food, Healthy Food"
Delight Express,77.0610203,28.4780353,400,0,"Raw Meats, North Indian, Chinese"
Dilli Rasoi,77.057516,28.4879806,200,0,North Indian
Dujal Cafe,77.0608014,28.4776466,250,0,Chinese
Full Dabba,77.0633585,28.4978501,300,0,"North Indian, South Indian"
HSI Food World,77.0670595,28.4772163,600,0,"North Indian, Chinese"
Krishna Restaurant,77.0616195,28.4756552,500,0,"North Indian, South Indian, Chinese, Fast Food"
Lajawaab House Cafe,77.0607991,28.4779663,500,0,"North Indian, South Indian, Chinese"
Luncheon Box,0,0,150,0,North Indian
Modern Sweets,77.0603242,28.4753834,100,0,"Mithai, Street Food"
Radha Swami Shudh Vaishno Dhaba,77.0558517,28.488876,150,0,North Indian
Raju Vaishno Amritsari Dhaba,77.0598733,28.4752695,150,0,North Indian
Rustic Flavours,77.0605389,28.4783366,550,0,North Indian
